ra  dec  z  Mr mu r50 C ur smass sfr ssfr d4000 w mest tau zm rsf pe ps nuvr flag
168.9575  2.7608   0.077 -19.665  21.568  2.940   2.274   2.080   10.261   0.118 -10.187   1.302 0.118 10.591   4.3897   0.0072  -1.8086   0.020   0.960   3.052      2
168.8900  2.8547   0.078 -19.607  21.897  3.323   2.121   1.550    9.919   0.291  -9.676   1.190 0.133 10.416   9.4175   0.0074  -4.5189   0.200   0.620   2.192      1
168.7726  2.8099   0.080 -19.519  21.370  2.500   2.678   2.232   10.286  -0.067 -10.402   1.402 0.144 10.641   6.0030   0.0410  -1.6276   0.050   0.660   3.307      1
168.8745  2.8561   0.078 -19.128  21.891  2.662   2.416   1.840   10.019  -0.046 -10.111   1.309 0.250 10.460   6.6360   0.0418  -1.5055   0.140   0.800   3.513      1
170.3978  2.7636   0.051 -19.398  20.102  1.391   2.896   2.862   10.436  -1.523 -12.008   1.913 0.138 10.514   8.1322   0.0357  -5.3627   0.880   0.100   5.551     -1
170.4060  2.7920   0.052 -18.848  20.578  1.342   2.588   2.529   10.087  -1.308 -11.439   1.784 0.307 10.284  10.7989   0.0192  -4.3940   0.500   0.230   5.250     -1
170.3231  2.6787   0.050 -18.223  21.352  1.441   2.605   2.789    9.897  -1.409 -11.351   1.620 0.695 10.090   7.9247   0.0240  -6.8191   0.440   0.420   4.672     -1
172.2049  1.7472   0.098 -20.631  20.248  2.403   3.071   2.738   10.848  -0.914 -11.793   1.858 0.034 11.160  11.0355   0.0246  -2.9642   0.790   0.160   4.683     -1
172.4057  1.8493   0.098 -19.768  21.429  2.784   2.454   3.043   10.647  -0.281 -10.991   1.539 0.110 10.839   8.1748   0.0376  -5.0547   0.150   0.850   3.936     -1
184.3969  3.5487   0.074 -20.937  20.107  2.711   3.187   2.673   10.927  -0.793 -11.786   1.942 0.019 11.136   9.4658   0.0244  -7.6123   0.600   0.330   5.676     -1
184.4116  3.6634   0.078 -21.029  19.375  2.006   3.023   3.038   11.197  -0.887 -12.135   2.161 0.017 11.086   1.5801   0.0500   0.0000   0.370   0.490   5.997     -1
184.5751  3.7316   0.077 -20.775  20.163  2.568   3.226   2.895   11.023  -0.887 -11.957   1.975 0.024 11.273  11.1953   0.0295  -3.2543   0.860   0.080   5.546     -1
184.4382  3.6941   0.075 -20.551  20.148  2.311   3.082   2.978   10.981  -1.048 -12.072   2.020 0.033 11.061  11.2054   0.0308  -3.2858   0.680   0.230   5.708     -1
184.2910  3.6355   0.079 -20.673  19.624  1.905   2.979   2.876   10.987  -0.921 -11.957   2.038 0.028 11.151  11.2807   0.0338  -4.2219   0.530   0.230   6.122     -1
184.5260  3.7032   0.077 -20.603  19.598  1.829   3.112   2.871   10.931  -0.967 -11.955   2.002 0.031 11.152  11.4331   0.0312 -99.0000   0.880   0.100   6.096     -1
184.3048  3.4006   0.076 -20.525  20.446  2.611   2.790   2.851   10.956  -0.822 -11.831   1.868 0.034 11.149   8.4162   0.0363  -7.7443   0.260   0.740   5.371     -1
184.5515  3.7771   0.076 -20.299  20.183  2.087   3.156   2.703   10.707  -0.370 -11.136   1.785 0.047 10.884  11.0404   0.0267  -4.3979   0.820   0.180   5.477      2
184.2270  3.6640   0.077 -20.243  20.011  1.876   3.036   2.828   10.798  -0.889 -11.763   1.956 0.050 11.096  11.0997   0.0265  -4.4575   0.880   0.080   5.946     -1
184.4851  3.6774   0.076 -20.105  20.079  1.819   2.891   2.756   10.668  -0.913 -11.640   1.878 0.061 10.704  10.2753   0.0365  -2.1063   0.920   0.060   5.540     -1
184.2461  3.4487   0.077 -20.125  19.801  1.611   3.061   2.849   10.658  -1.214 -11.937   1.923 0.060 10.913  11.2370   0.0274  -8.8836   0.790   0.160   5.012     -1
184.2863  3.6170   0.078 -20.054  20.285  1.947   3.146   2.724   10.652  -0.684 -11.388   1.970 0.066 10.986  11.4623   0.0243  -7.4034   0.840   0.130   5.473      2
184.2914  3.5959   0.080 -20.103  20.274  1.974   2.763   2.744   10.709  -0.813 -11.573   1.904 0.062 10.807   8.2192   0.0358  -9.1947   0.590   0.410   5.490     -1
184.5684  3.7548   0.079 -19.957  21.329  3.003   2.327   1.640   10.078   0.376  -9.760   1.199 0.081 10.528   6.5651   0.0071  -1.5163   0.310   0.490   2.781      1
184.5693  3.8570   0.079 -19.912  20.023  1.614   2.621   2.863   10.655  -1.258 -11.975   2.070 0.081 10.777  10.8146   0.0328  -2.4785   0.530   0.150   4.899     -1
184.5935  3.8177   0.078 -19.822  21.105  2.550   2.611   2.810   10.664  -1.124 -11.829   1.835 0.092 10.808  10.7975   0.0299  -2.4559   0.310   0.690   5.569     -1
184.2412  3.5729   0.076 -19.649  20.428  1.731   2.791   2.700   10.511  -0.864 -11.429   1.895 0.114 10.862  10.6577   0.0278  -2.4723   0.780   0.140   5.630      5
184.5529  3.9397   0.079 -19.627  20.427  1.703   2.739   2.720   10.598  -0.006 -10.648   1.470 0.120 10.787   8.6665   0.0217  -1.4574   0.510   0.440   4.229      4
184.4938  3.6791   0.076 -19.437  20.415  1.559   2.469   2.701   10.438  -0.677 -11.180   2.014 0.152 10.406   1.2882   0.0500   0.0000   0.920   0.060   5.539     -1
184.2761  3.7343   0.077 -19.452  20.956  2.010   2.651   2.846   10.481  -0.892 -11.417   1.711 0.153 10.530   3.0012   0.0353  -0.3800   0.250   0.660   4.500      5
184.7738  3.0715   0.077 -19.847  20.057  1.595   2.766   2.748   10.557  -1.161 -11.776   1.894 0.088 10.826  10.7544   0.0253  -2.9321   0.250   0.710   4.795     -1
185.6248  1.4755   0.079 -20.301  20.131  2.026   3.077   2.777   10.697  -1.152 -11.895   1.903 0.048 10.914  10.8858   0.0191  -3.3245   0.760   0.140   5.198      5
185.4969  1.4095   0.079 -20.169  20.830  2.631   3.000   2.688   10.658  -1.025 -11.749   1.896 0.058 10.847  10.7467   0.0259  -2.5898   0.510   0.420   5.148     -1
185.4163  1.3303   0.078 -19.727  21.592  3.054   3.148   2.751   10.967  -0.023 -11.054   1.798 0.102 11.381   7.7724   0.0499  -2.7290   0.000   1.000   3.668      2
185.6447  1.5873   0.079 -19.686  21.296  2.610   2.034   1.711   10.160   0.147 -10.063   1.321 0.117 10.603   7.3786   0.0446  -2.0872   0.180   0.780   2.776      2
185.4611  1.3950   0.078 -19.343  21.584  2.552   2.006   1.625    9.881  -0.107 -10.037   1.302 0.188 10.268   8.0366   0.0079  -3.7039   0.110   0.610   2.816      2
188.8959  1.8937   0.078 -21.890  20.420  4.823   3.180   3.070   11.550  -0.832 -12.416   2.072 0.005 11.651  11.4584   0.0325 -99.0000   0.920   0.000   5.829     -1
188.8987  1.7753   0.078 -21.633  20.391  4.226   3.226   2.920   11.359  -0.754 -12.158   1.992 0.007 11.495  11.1371   0.0257  -8.0816   0.710   0.200   6.202     -1
188.8647  1.7959   0.078 -20.489  19.637  1.763   3.034   2.982   10.949  -0.369 -11.362   1.944 0.036 11.192  10.6680   0.0308  -3.6923   0.460   0.540   6.142      2
188.7953  1.7469   0.079 -20.190  21.148  3.078   2.181   2.078   10.664   0.303 -10.413   1.595 0.057 11.147  10.5109   0.0216  -2.1237   0.030   0.910   2.758      3
188.7972  1.7796   0.079 -20.178  20.783  2.584   3.075   2.616   10.630  -0.880 -11.567   1.818 0.057 10.717   8.7581   0.0185  -2.9205   0.960   0.000   5.409     -1
188.8973  1.9078   0.078 -19.740  20.380  1.759   2.922   2.991   10.587  -1.256 -11.905   1.864 0.103 10.710  11.1922   0.0258  -3.9148   0.920   0.000   6.989     -1
188.7357  1.7872   0.078 -19.398  20.462  1.560   2.618   2.748   10.430  -1.122 -11.607   1.882 0.165 10.538  10.8239   0.0299  -2.5796   0.680   0.320   5.043     -1
188.8257  1.8838   0.078 -19.132  21.651  2.387   2.291   2.191   10.102  -0.471 -10.630   1.417 0.241 10.590   8.1774   0.0147  -5.2584   0.250   0.600   3.745      2
195.6866  3.3191   0.068 -20.016  20.853  2.529   2.265   2.789   10.677  -0.083 -10.836   1.430 0.067 11.055   5.3346   0.0336  -0.5317   0.410   0.070   4.327      5
195.7119  3.2711   0.069 -19.055  21.108  1.823   2.774   2.848   10.144  -1.480 -11.683   1.775 0.252 10.524  11.4464   0.0262  -5.0066   0.230   0.570   5.945     -1
195.7211  3.2920   0.071 -18.870  20.861  1.489   2.829   2.426   10.086  -1.123 -11.266   1.775 0.330 10.262   7.4218   0.0162  -2.1404   0.680   0.200   4.801     -1
205.2408  3.1648   0.114 -22.358  21.196  8.014   3.030   2.876   11.606  -0.560 -12.231   1.951 0.003 11.822  11.1044   0.0298  -3.1300   0.930   0.000   5.786     -1
205.2164  2.9311   0.116 -22.148  20.937  6.434   3.268   2.877   11.492  -0.568 -12.100   1.968 0.005 11.649   9.6344   0.0335  -9.6166   0.930   0.070   5.391     -1
205.1760  2.9345   0.115 -21.022  20.881  3.740   2.501   2.691   11.155   0.229 -10.982   1.817 0.022 11.242  10.9988   0.0284  -2.7810   0.520   0.480   5.093      2
205.1526  2.9983   0.114 -20.918  21.379  4.487   2.749   2.290   10.891   1.190  -9.749   1.372 0.025 11.378  10.1575   0.0191  -2.3828   0.640   0.310   2.767      2
205.2154  3.0982   0.114 -20.833  20.570  2.975   3.246   2.936   11.049  -1.072 -12.170   1.977 0.028 11.203  11.2375   0.0276  -3.3936   0.810   0.110   5.734     -1
205.1534  3.0713   0.112 -20.089  21.389  3.087   2.041   1.762   10.224   0.361  -9.919   1.229 0.075 10.904   7.2153   0.0491  -2.0235   0.030   0.650   2.353      1
206.2913  2.9837   0.077 -21.153  21.176  4.873   2.132   2.457   10.944   0.060 -10.933   1.865 0.015 11.425  10.7095   0.0234  -7.1141   0.080   0.840   3.263      2
206.3360  2.9364   0.078 -21.044  21.165  4.605   2.154   2.249   10.780   0.039 -10.787   1.621 0.018 11.280   9.8877   0.0191  -1.8544   0.220   0.780   2.551      5
206.2126  3.0601   0.076 -20.576  20.560  2.816   3.239   2.597   10.804  -0.520 -11.376   1.773 0.033 11.197  10.1086   0.0226  -7.4956   0.310   0.500   3.267      5
206.2811  3.0149   0.077 -20.593  20.173  2.373   3.570   2.915   10.816  -1.141 -12.037   1.985 0.031  1.996  99.0000  99.0000  99.0000   0.610   0.350   5.120     -1
206.3824  2.9831   0.078 -20.344  20.847  2.883   2.919   2.265   10.861   0.888 -10.019   1.316 0.046 11.236   9.9988   0.0258  -3.2366   0.180   0.500   3.864      1
206.2591  2.9833   0.077 -20.128  19.838  1.641   3.243   2.629   10.623  -0.834 -11.529   1.975 0.060 10.880  10.9192   0.0278  -8.5620   0.590   0.300   4.866     -1
206.1914  2.8837   0.077 -20.006  20.418  2.028   2.626   2.560   10.669  -0.452 -11.185   1.651 0.070 11.098   9.5825   0.0246  -1.5719   0.400   0.460   4.673      5
206.4218  2.9301   0.079 -19.506  21.051  2.147   2.648   2.656   10.400  -1.230 -11.677   1.979 0.144 10.389   1.1538   0.0500   0.0000   0.200   0.720   5.555     -1
206.3160  2.9683   0.077 -19.392  21.577  2.605   2.390   1.155    9.517   0.249  -9.325   1.141 0.181 10.019   6.6945   0.0032  -1.6819   0.090   0.670   1.482      1
206.4081  2.9949   0.078 -19.390  22.387  3.771   2.096   1.372    9.637   0.161  -9.538   1.183 0.184 10.112   7.2129   0.0095  -1.9351   0.090   0.760   1.207      1
206.2124  2.9141   0.078 -19.204  21.547  2.352   1.881   1.909    9.812  -0.342 -10.210   1.228 0.228 10.340  10.3889   0.0174  -4.7664   0.280   0.550   2.400      1
214.6485  2.2294   0.053 -19.540  21.622  2.978   2.902   2.383   10.613  -0.409 -11.068   1.603 0.118 10.771   9.1346   0.0246  -2.8787   0.000   1.000   3.656      3
214.7544  2.0238   0.054 -19.560  19.862  1.335   3.003   2.699   10.441  -1.131 -11.603   1.833 0.114 10.680  10.2929   0.0288  -2.2537   0.790   0.110   5.500      1
214.7624  2.0160   0.054 -19.071  19.987  1.128   2.681   2.632   10.183  -1.339 -11.558   1.723 0.227 10.157   6.1422   0.0286  -0.6785   0.790   0.110   5.684      2
214.7666  1.9912   0.054 -18.960  21.074  1.768   2.488   2.253   10.180  -0.109 -10.333   1.324 0.261 10.443   4.1347   0.0086  -4.1226   0.140   0.870   4.039      2
214.3617  2.0469   0.055 -21.137  20.131  3.118   3.505   2.797   11.055  -0.925 -12.044   1.973 0.013 11.269  11.0684   0.0253  -4.4568   0.850   0.120   5.997     -1
214.3023  1.9919   0.056 -20.265  20.213  2.161   2.924   2.842   10.783  -1.167 -11.989   1.861 0.043 10.914  10.8950   0.0281  -3.3920   0.220   0.710   5.178     -1
214.2911  1.9059   0.056 -19.253  20.848  1.818   2.411   2.363   10.139  -0.057 -10.243   1.379 0.181 10.568   4.6787   0.0079  -3.3572   0.200   0.800   3.809      1
214.4349  2.0603   0.053 -18.969  20.322  1.257   2.561   2.557   10.241  -1.147 -11.447   1.803 0.256 10.404  10.2231   0.0258  -2.6779   0.280   0.310   4.940      5
214.3632  1.9885   0.054 -18.931  20.472  1.322   2.941   2.603   10.074  -1.425 -11.552   1.827 0.275 10.276   7.4257   0.0266  -2.1454   0.550   0.400   5.209     -1
214.3456  1.9063   0.056 -18.705  21.294  1.732   2.662   2.326    9.890  -0.868 -10.806   1.548 0.385 10.294   7.4298   0.0139  -2.1546   0.150   0.750   4.871      2
214.3547  1.9550   0.055 -18.616  20.909  1.397   2.954   2.544   10.032  -0.721 -10.793   1.545 0.421  9.936   1.3821   0.0443   0.0000   0.110   0.890   4.877      5
214.4450  1.9345   0.055 -18.591  21.203  1.581   2.515   2.367   10.056  -1.014 -11.122   1.699 0.437  9.977   7.5375   0.0244  -0.9376   0.270   0.690   4.228     -1
214.4253  2.0569   0.054 -18.369  20.727  1.150   2.519   2.763    9.922  -1.637 -11.614   1.761 0.600 10.078   7.7127   0.0130  -3.7568   0.280   0.310   5.078      2
214.4334  2.0862   0.054 -18.312  20.875  1.197   2.688   2.553    9.778  -1.346 -11.175   1.655 0.653  9.890   8.0325   0.0188  -1.1123   0.110   0.860   4.646     -1
213.4977  1.8318   0.053 -20.922  19.560  2.176   3.131   2.650   10.949  -0.755 -11.760   1.904 0.018 11.052   8.3052   0.0256  -3.6329   0.830   0.170   5.361     -1
213.6254  1.9154   0.053 -19.861  21.058  2.665   2.125   1.329    9.841   0.394  -9.516   1.262 0.090 10.306   6.6909   0.0266  -0.6396   0.000   0.960   1.475      1
213.4455  1.9335   0.055 -19.861  20.875  2.440   2.484   1.561   10.112   0.349  -9.813   1.266 0.083 10.465   5.6364   0.0288  -0.5452   0.160   0.810   2.589      1
213.7553  1.9212   0.053 -19.388  20.133  1.399   3.003   2.505   10.195  -0.999 -11.256   1.679 0.148 10.321   9.5298   0.0284  -1.6371   0.670   0.090   4.899      4
213.4166  1.7830   0.054 -18.947  21.462  2.102   2.426   2.393   10.114  -0.586 -10.750   1.434 0.271 10.115   1.1800   0.0495   0.0000   0.050   0.950   3.897      2
213.5233  1.9041   0.055 -18.467  22.387  2.575   2.044   1.546    9.498  -0.424  -9.976   1.485 0.593  9.735   8.1259   0.0074  -4.3855   0.150   0.580   2.455      2
216.8169  2.0659   0.087 -20.883  20.560  3.182   2.821   1.783   10.927   1.477  -9.508   1.220 0.023 11.298   7.0686   0.0482  -0.8425   0.040   0.930   3.115      1
119.0895 37.1090   0.077 -21.205  21.327  5.351   2.626   2.154   11.190   1.078 -10.164   1.474 0.014 11.540   9.8533   0.0210  -5.2152   0.720   0.140   3.286      1
119.1319 37.0589   0.077 -20.283  21.487  3.772   2.304   2.466   10.765   0.038 -10.776   1.631 0.048 11.042  10.1668   0.0179  -1.8594   0.380   0.590   4.784      2
119.0633 37.0390   0.078 -20.275  19.719  1.660   2.813   2.740   10.730  -0.982 -11.757   1.970 0.049 10.936  10.4356   0.0254  -8.7049   0.650   0.260   5.431     -1
119.0788 37.1087   0.075 -19.998  20.661  2.265   3.253   2.767   10.569  -1.165 -11.791   1.862 0.070 10.881  10.4230   0.0242  -3.1486   0.720   0.140   6.093     -1
119.0515 37.0947   0.076 -19.772  20.342  1.760   2.914   1.664   10.278   0.415  -9.907   1.246 0.101 10.415   4.4630   0.0490  -0.3745   0.380   0.470   2.101      1
119.0750 37.0118   0.078 -19.776  21.485  2.976   2.993   2.687   10.523  -1.021 -11.600   2.046 0.098 10.797  10.8379   0.0186  -2.8820   0.630   0.370   5.639     -1
119.2221 37.1340   0.077 -19.520  20.542  1.717   2.910   2.569   10.386  -1.039 -11.485   1.888 0.138 10.551  10.2329   0.0313  -1.8777   0.600   0.240   5.221     -1
119.2097 37.0765   0.077 -19.220  21.052  1.889   2.293   2.266   10.279   0.060 -10.264   1.519 0.212 10.699   7.1068   0.0136  -4.2175   0.080   0.870   4.207      2
119.1665 39.3044   0.095 -20.545  20.228  2.302   2.823   2.716   10.843  -0.870 -11.774   1.829 0.037 11.160  10.5257   0.0231  -3.9411   0.660   0.260   4.135     -1
119.3621 39.5224   0.096 -19.580  21.322  2.440   2.880   2.275   10.353  -0.431 -10.832   1.631 0.144 10.708   9.8662   0.0225  -6.9982   0.320   0.220   4.558      2
120.1236 39.4341   0.071 -20.908  21.007  4.075   2.300   1.977   10.755   0.421 -10.387   1.670 0.021 11.393  10.5574   0.0247  -2.5884   0.110   0.890   2.664      3
120.2455 39.4037   0.069 -20.091  20.530  2.253   3.423   2.971   10.904  -0.812 -11.785   1.964 0.059 11.267   9.8966   0.0430  -5.9191   0.040   0.910   4.948      5
120.3604 39.4846   0.070 -20.055  20.730  2.427   3.245   2.619   10.529  -1.064 -11.648   1.826 0.064 10.738   9.4864   0.0192  -2.3691   0.730   0.170   5.842     -1
120.1458 39.4615   0.068 -19.235  21.743  2.658   2.525   2.616   10.236  -1.033 -11.317   1.639 0.197 10.568   7.8882   0.0149  -0.9521   0.410   0.520   3.517      5
120.2296 39.3846   0.070 -19.297  21.159  2.083   2.878   2.555   10.347  -1.005 -11.386   1.915 0.179 10.639  10.8825   0.0217  -2.9328   0.810   0.140   6.143     -1
122.7007 42.3446   0.062 -20.456  19.905  2.024   3.230   2.334   10.612  -0.111 -10.761   1.507 0.035 10.880   8.0721   0.0318  -1.0198   0.780   0.220   3.894      4
122.8152 42.3405   0.063 -19.932  19.968  1.636   3.006   2.726   10.601  -1.141 -11.770   1.861 0.071 10.721   8.9171   0.0233  -7.2660   0.870   0.040   5.404     -1
122.7900 42.3576   0.065 -19.469  20.093  1.395   3.044   2.684   10.396  -1.214 -11.648   1.885 0.138 10.639  11.1305   0.0257  -7.4739   0.720   0.250   6.333     -1
122.9856 42.2490   0.062 -19.339  21.843  2.953   1.958   1.952   10.040  -0.083 -10.177   1.497 0.175 10.377   8.1964   0.0087  -5.8475   0.270   0.680   2.673      2
122.8816 42.3707   0.063 -18.886  21.227  1.801   2.991   2.421   10.105  -0.948 -11.106   1.815 0.309 10.421  10.8762   0.0193  -4.0611   0.210   0.690   4.572     -1
122.8595 42.2460   0.062 -18.669  21.335  1.718   2.560   2.305    9.750  -0.652 -10.453   1.370 0.433 10.082   4.3930   0.0272  -0.6595   0.060   0.880   3.639     -1
136.6189 52.6325   0.100 -21.162  21.501  5.451   2.700   2.503   10.967  -0.311 -11.323   1.790 0.017 11.357  10.0439   0.0209  -1.7411   0.020   0.950   2.445      5
136.3680 52.4498   0.099 -20.545  20.972  3.217   2.824   2.863   10.949  -0.680 -11.688   1.831 0.038 11.367  11.1272   0.0242  -3.0709   0.170   0.780   5.357     -1
136.4249 52.5529   0.100 -20.077  20.564  2.150   2.988   2.755   10.589  -1.036 -11.678   1.787 0.073 10.958  10.9844   0.0191  -2.7807   0.470   0.380   5.024     -1
136.9769 52.7906   0.099 -22.278  20.226  5.074   3.200   2.957   11.624  -0.678 -12.338   1.988 0.004 11.815  11.3601   0.0310  -5.3339   1.000   0.000   6.027      4
137.1247 52.7816   0.097 -20.228  20.256  2.008   2.904   2.777   10.720  -1.090 -11.856   1.911 0.058 10.875  10.8281   0.0298  -2.6935   0.900   0.070   5.716     -1
136.9527 52.2027   0.061 -21.320  20.205  3.466   2.650   2.830   11.181  -0.688 -11.936   1.939 0.010 11.755  11.1350   0.0284  -3.0853   0.240   0.760   4.580      4
136.8400 52.1676   0.061 -19.500  21.527  2.758   2.120   1.558    9.859   0.201  -9.706   1.275 0.148 10.369   6.2387   0.0246  -2.6921   0.040   0.930   2.054      1
148.4772 57.1369   0.080 -20.622  20.477  2.753   2.867   2.953   11.011  -1.026 -12.097   1.910 0.030 11.099  11.0049   0.0250  -7.7162   0.220   0.780   6.184     -1
148.4247 57.1877   0.077 -20.469  20.515  2.620   2.314   2.113   10.711   0.444 -10.321   1.495 0.038 11.197   9.1493   0.0347  -1.3920   0.550   0.360   6.128      3
148.4663 57.1786   0.082 -20.568  21.229  3.780   3.258   2.936   11.193  -0.077 -11.342   1.969 0.033 11.455  11.1604   0.0362  -4.2129   0.920   0.000   4.512     -1
148.5228 57.1986   0.078 -20.308  20.343  2.246   2.764   2.563   10.627  -0.993 -11.675   1.799 0.048 10.513   5.6640   0.0285  -0.8176   0.660   0.150   5.710     -1
148.3139 57.1441   0.079 -19.795  21.330  2.788   2.329   2.308   10.407  -0.205 -10.675   1.563 0.098 10.902  11.1394   0.0103  -3.8456   0.700   0.280   3.961      3
148.3247 57.1852   0.081 -19.784  21.405  2.860   2.096   2.633   10.467  -0.761 -11.277   1.756 0.099 10.634  10.4474   0.0146  -5.2390   0.500   0.500   3.859      2
142.5777  3.8219   0.089 -21.394  20.052  3.175   2.741   2.739   11.266  -0.328 -11.652   1.821 0.011 11.371   9.8422   0.0370  -7.8037   0.760   0.240   4.342      5
142.5939  3.7379   0.090 -20.925  20.343  2.921   3.186   2.838   11.059  -0.853 -11.967   1.952 0.021 11.232  10.8668   0.0299  -3.8790   0.280   0.700   4.927      4
142.7874  3.7812   0.089 -20.139  20.126  1.843   2.742   2.805   10.722  -1.000 -11.756   1.834 0.063 10.965  10.8491   0.0261  -9.2641   0.840   0.140   5.345     -1
142.7146  3.7829   0.091 -19.972  20.871  2.394   2.253   1.869   10.286   0.414  -9.928   1.234 0.082 10.635   5.6334   0.0123  -0.9752   0.240   0.520   5.243      1
142.6676  3.7028   0.090 -19.709  20.661  1.929   3.070   2.959   10.469  -1.425 -11.987   1.971 0.116  1.996  99.0000  99.0000  99.0000   0.400   0.340   5.037     -1
142.6680  3.7821   0.088 -19.613  20.727  1.911   2.869   2.790   10.418  -1.117 -11.571   1.897 0.130 10.596  10.8367   0.0219  -2.9989   0.530   0.300   5.058      2
142.6331  3.8822   0.088 -19.482  21.084  2.120   2.188   2.041   10.304   0.335 -10.021   1.276 0.159 10.673   8.8545   0.0078  -1.3459   0.110   0.820   3.601      1
157.1088  3.7467   0.073 -20.708  19.760  2.083   2.994   3.056   11.062  -1.110 -12.229   2.101 0.026 11.209  11.4479   0.0334 -99.0000   1.000   0.000   5.161     -1
157.0320  3.8272   0.075 -19.954  22.178  4.466   2.053   1.787   10.123   0.175 -10.011   1.460 0.081 10.524   9.7820   0.0159  -2.4096   0.010   0.960   2.174      2
157.4567  3.9189   0.068 -21.194  20.177  3.192   3.279   2.726   11.106   0.046 -11.094   1.790 0.013 11.284  10.8769   0.0292  -4.4797   0.940   0.000   5.204      2
157.5552  4.0522   0.064 -19.623  20.002  1.436   2.755   1.855   10.476   0.581  -9.950   1.280 0.114 10.611   5.9490   0.0304  -0.6496   0.670   0.160   3.177      1
157.6241  3.9774   0.068 -19.512  21.465  2.658   2.087   1.579    9.982   0.127  -9.904   1.220 0.143 10.357   3.9738   0.0062  -0.2410   0.160   0.840   2.585      1
157.5931  3.9382   0.064 -19.369  21.284  2.306   2.619   1.833   10.193   0.215 -10.021   1.287 0.164 10.465   6.4425   0.0231  -1.1853   0.050   0.860   2.903      1
157.4992  4.0121   0.067 -19.050  20.463  1.357   2.944   2.801   10.207  -1.490 -11.754   1.816 0.251 10.401  10.1133   0.0175  -2.2785   0.490   0.510   5.793     -1
157.6468  4.1504   0.066 -18.782  21.798  2.222   2.290   1.803    9.662  -0.212  -9.933   1.174 0.389  9.924   8.5585   0.0189  -2.8352   0.070   0.820   2.990      1
159.7766  4.8032   0.070 -19.726  20.972  2.331   2.507   1.998   10.330   0.101 -10.280   1.350 0.102 10.849   9.2179   0.0275  -1.3014   0.710   0.240   3.486      2
159.7145  4.5991   0.069 -19.588  21.024  2.245   2.025   1.476    9.760   0.262  -9.562   1.166 0.134 10.088   4.1304   0.0186  -0.3722   0.350   0.380   1.778      1
159.6948  4.6791   0.068 -19.115  20.998  1.785   2.453   2.727   10.360  -0.788 -11.189   1.596 0.226 10.513   3.5025   0.0282  -0.4415   0.050   0.950   5.412      5
159.7601  4.7766   0.070 -18.904  21.862  2.405   2.457   2.168   10.102  -0.524 -10.679   1.492 0.311 10.497   8.8357   0.0100  -2.4961   0.070   0.930   4.343      2
159.7607  5.0798   0.068 -20.870  20.778  3.622   2.413   2.511   10.960   0.368 -10.636   1.448 0.021 10.970   1.9725   0.0270  -0.1331   0.070   0.840   4.522      3
159.7676  5.2266   0.067 -20.423  19.667  1.772   3.076   2.638   10.804  -0.690 -11.547   1.915 0.037 11.067   7.2125   0.0500 -99.0000   0.830   0.060   5.654     -1
159.6987  5.2338   0.067 -20.315  19.694  1.707   3.041   2.707   10.734  -0.953 -11.752   1.889 0.043 11.021  11.4385   0.0269  -6.8558   0.720   0.280   5.310     -1
159.7384  5.2941   0.066 -19.704  20.172  1.608   2.680   2.672   10.364  -1.280 -11.698   1.820 0.102 10.621   8.0480   0.0258  -3.6811   0.160   0.810   5.835     -1
210.6826  5.7349   0.063 -21.203  20.589  3.906   3.310   2.828   11.095  -1.006 -12.158   2.102 0.012 11.393  11.1585   0.0266 -10.1767   0.970   0.000   6.467     -1
210.7112  5.6378   0.064 -21.092  20.783  4.051   2.414   2.165   10.989   0.606 -10.424   1.618 0.015 11.280   9.5275   0.0172  -1.4438   0.160   0.840   3.143      1
210.6668  5.7417   0.063 -20.365  20.126  2.145   3.084   2.747   10.718  -1.211 -11.994   1.942 0.040 10.959  11.0303   0.0247 -99.0000   0.750   0.160   5.327     -1
210.6382  5.6490   0.062 -20.125  20.063  1.869   3.129   2.704   10.635  -1.063 -11.764   1.937 0.055 10.786   9.9400   0.0293  -2.2298   0.780   0.220   6.033     -1
210.7067  5.7575   0.063 -19.809  20.582  2.050   2.939   2.925   10.745  -0.961 -11.757   1.771 0.083 11.065   9.2750   0.0266  -1.5039   0.130   0.850   5.379      5
210.6878  5.6242   0.065 -19.344  21.390  2.393   2.416   1.839    9.890  -0.157 -10.107   1.357 0.177 10.105   5.8755   0.0365  -0.6597   0.240   0.650   2.951      2
210.6038  5.7993   0.063 -18.574  20.986  1.398   2.831   2.306    9.816  -1.464 -11.339   1.827 0.482  9.999   8.4485   0.0221  -1.0387   0.760   0.210   5.204     -1
212.9671  4.9086   0.094 -20.548  21.104  3.459   3.230   2.710   10.758  -0.896 -11.711   1.942 0.037 10.923   7.6274   0.0267  -2.3176   1.000   0.000   5.775     -1
212.8172  4.9284   0.094 -19.939  20.865  2.340   2.378   2.090   10.581   0.615 -10.014   1.366 0.087 10.956   6.8326   0.0227  -0.8934   0.050   0.920   2.622      3
212.9060  4.8932   0.093 -19.683  21.411  2.678   2.413   2.582   10.577   0.232 -10.398   1.518 0.121 11.061   9.3165   0.0168  -2.3545   0.100   0.890   4.349      5
212.8961  4.8712   0.093 -19.616  21.595  2.827   2.176   2.273   10.198  -0.341 -10.604   1.465 0.135 10.472   7.1717   0.0186  -6.6820   0.960   0.000   3.213      3
